"STATION","DATE","TAVG"
"USW00013960","2013-01-17",
"USW00013960","2013-01-18",
"USW00013960","2013-01-19",
"USW00013960","2013-01-20",
"USW00013960","2013-01-21",
"USW00013960","2013-01-22",
"USW00013960","2013-01-23",
"USW00013960","2013-01-24",
"USW00013960","2013-01-25",
"USW00013960","2013-01-26",
"USW00013960","2013-01-27",
"USW00013960","2013-01-28",
"USW00013960","2013-01-29",
"USW00013960","2013-01-30",
"USW00013960","2013-01-31",
"USW00013960","2013-02-01",
"USW00013960","2013-02-02",
"USW00013960","2013-02-03",
"USW00013960","2013-02-04",
"USW00013960","2013-02-05",
"USW00013960","2013-02-06",
"USW00013960","2013-02-07",
"USW00013960","2013-02-08",
"USW00013960","2013-02-09",
"USW00013960","2013-02-10",
"USW00013960","2013-02-11",
"USW00013960","2013-02-12",
"USW00013960","2013-02-13",
"USW00013960","2013-02-14",
"USW00013960","2013-02-15",
"USW00013960","2013-02-16",
"USW00013960","2013-02-17",
"USW00013960","2013-02-18",
"USW00013960","2013-02-19",
"USW00013960","2013-02-20",
"USW00013960","2013-02-21",
"USW00013960","2013-02-22",
"USW00013960","2013-02-23",
"USW00013960","2013-02-24",
"USW00013960","2013-02-25",
"USW00013960","2013-02-26",
"USW00013960","2013-02-27",
"USW00013960","2013-02-28",
"USW00013960","2013-03-01",
"USW00013960","2013-03-02",
"USW00013960","2013-03-03",
"USW00013960","2013-03-04",
"USW00013960","2013-03-05",
"USW00013960","2013-03-06",
"USW00013960","2013-03-07",
"USW00013960","2013-03-08",
"USW00013960","2013-03-09",
"USW00013960","2013-03-10",
"USW00013960","2013-03-11",
"USW00013960","2013-03-12",
"USW00013960","2013-03-13",
"USW00013960","2013-03-14",
"USW00013960","2013-03-15",
"USW00013960","2013-03-16",
"USW00013960","2013-03-17",
"USW00013960","2013-03-18",
"USW00013960","2013-03-19",
"USW00013960","2013-03-20",
"USW00013960","2013-03-21",
"USW00013960","2013-03-22",
"USW00013960","2013-03-23",
"USW00013960","2013-03-24",
"USW00013960","2013-03-25",
"USW00013960","2013-03-26",
"USW00013960","2013-03-27",
"USW00013960","2013-03-28",
"USW00013960","2013-03-29",
"USW00013960","2013-03-30",
"USW00013960","2013-03-31",
"USW00013960","2013-04-01","67"
"USW00013960","2013-04-02","69"
"USW00013960","2013-04-03","53"
"USW00013960","2013-04-04","47"
"USW00013960","2013-04-05","54"
"USW00013960","2013-04-06","65"
"USW00013960","2013-04-07","68"
"USW00013960","2013-04-08","72"
"USW00013960","2013-04-09","75"
"USW00013960","2013-04-10","56"
"USW00013960","2013-04-11","49"
"USW00013960","2013-04-12","60"
"USW00013960","2013-04-13","68"
"USW00013960","2013-04-14","71"
"USW00013960","2013-04-15","77"
"USW00013960","2013-04-16","79"
"USW00013960","2013-04-17","80"
"USW00013960","2013-04-18","62"
"USW00013960","2013-04-19","52"
"USW00013960","2013-04-20","60"
"USW00013960","2013-04-21","62"
"USW00013960","2013-04-22","68"
"USW00013960","2013-04-23","62"
"USW00013960","2013-04-24","49"
"USW00013960","2013-04-25","62"
"USW00013960","2013-04-26","68"
"USW00013960","2013-04-27","71"
"USW00013960","2013-04-28","67"
"USW00013960","2013-04-29","76"
"USW00013960","2013-04-30","73"
"USW00013960","2013-05-01","74"
"USW00013960","2013-05-02","59"
"USW00013960","2013-05-03","53"
"USW00013960","2013-05-04","60"
"USW00013960","2013-05-05","59"
"USW00013960","2013-05-06","65"
"USW00013960","2013-05-07","73"
"USW00013960","2013-05-08","77"
"USW00013960","2013-05-09","73"
"USW00013960","2013-05-10","73"
"USW00013960","2013-05-11","74"
"USW00013960","2013-05-12","71"
"USW00013960","2013-05-13","74"
"USW00013960","2013-05-14","78"
"USW00013960","2013-05-15","75"
"USW00013960","2013-05-16","71"
"USW00013960","2013-05-17","80"
"USW00013960","2013-05-18","84"
"USW00013960","2013-05-19","83"
"USW00013960","2013-05-20","83"
"USW00013960","2013-05-21","78"
"USW00013960","2013-05-22","69"
"USW00013960","2013-05-23","78"
"USW00013960","2013-05-24","81"
"USW00013960","2013-05-25","75"
"USW00013960","2013-05-26","78"
"USW00013960","2013-05-27","80"
"USW00013960","2013-05-28","81"
"USW00013960","2013-05-29","80"
"USW00013960","2013-05-30","80"
"USW00013960","2013-05-31","84"
"USW00013960","2013-06-01","83"
"USW00013960","2013-06-02","78"
"USW00013960","2013-06-03","76"
"USW00013960","2013-06-04","82"
"USW00013960","2013-06-05","84"
"USW00013960","2013-06-06","78"
"USW00013960","2013-06-07","76"
"USW00013960","2013-06-08","78"
"USW00013960","2013-06-09","81"
"USW00013960","2013-06-10","85"
"USW00013960","2013-06-11","86"
"USW00013960","2013-06-12","86"
"USW00013960","2013-06-13","88"
"USW00013960","2013-06-14","89"
"USW00013960","2013-06-15","86"
"USW00013960","2013-06-16","86"
"USW00013960","2013-06-17","85"
"USW00013960","2013-06-18","80"
"USW00013960","2013-06-19","82"
"USW00013960","2013-06-20","86"
"USW00013960","2013-06-21","88"
"USW00013960","2013-06-22","87"
"USW00013960","2013-06-23","88"
"USW00013960","2013-06-24","88"
"USW00013960","2013-06-25","89"
"USW00013960","2013-06-26","89"
"USW00013960","2013-06-27","91"
"USW00013960","2013-06-28","92"
"USW00013960","2013-06-29","91"
"USW00013960","2013-06-30","86"
"USW00013960","2013-07-01","81"
"USW00013960","2013-07-02","80"
"USW00013960","2013-07-03","81"
"USW00013960","2013-07-04","85"
"USW00013960","2013-07-05","85"
"USW00013960","2013-07-06","88"
"USW00013960","2013-07-07","88"
"USW00013960","2013-07-08","88"
"USW00013960","2013-07-09","90"
"USW00013960","2013-07-10","93"
"USW00013960","2013-07-11","93"
"USW00013960","2013-07-12","88"
"USW00013960","2013-07-13","92"
"USW00013960","2013-07-14","79"
"USW00013960","2013-07-15","72"
"USW00013960","2013-07-16","78"
"USW00013960","2013-07-17","80"
"USW00013960","2013-07-18","83"
"USW00013960","2013-07-19","85"
"USW00013960","2013-07-20","84"
"USW00013960","2013-07-21","85"
"USW00013960","2013-07-22","88"
"USW00013960","2013-07-23","90"
"USW00013960","2013-07-24","88"
"USW00013960","2013-07-25","86"
"USW00013960","2013-07-26","87"
"USW00013960","2013-07-27","83"
"USW00013960","2013-07-28","83"
"USW00013960","2013-07-29","87"
"USW00013960","2013-07-30","90"
"USW00013960","2013-07-31","92"
"USW00013960","2013-08-01","93"
"USW00013960","2013-08-02","93"
"USW00013960","2013-08-03","92"
"USW00013960","2013-08-04","92"
"USW00013960","2013-08-05","93"
"USW00013960","2013-08-06","94"
"USW00013960","2013-08-07","94"
"USW00013960","2013-08-08","94"
"USW00013960","2013-08-09","93"
"USW00013960","2013-08-10","89"
"USW00013960","2013-08-11","91"
"USW00013960","2013-08-12","90"
"USW00013960","2013-08-13","91"
"USW00013960","2013-08-14","82"
"USW00013960","2013-08-15","80"
"USW00013960","2013-08-16","80"
"USW00013960","2013-08-17","79"
"USW00013960","2013-08-18","81"
"USW00013960","2013-08-19","85"
"USW00013960","2013-08-20","86"
"USW00013960","2013-08-21","87"
"USW00013960","2013-08-22","89"
"USW00013960","2013-08-23","91"
"USW00013960","2013-08-24","91"
"USW00013960","2013-08-25","90"
"USW00013960","2013-08-26","89"
"USW00013960","2013-08-27","85"
"USW00013960","2013-08-28","86"
"USW00013960","2013-08-29","91"
"USW00013960","2013-08-30","92"
"USW00013960","2013-08-31","94"
"USW00013960","2013-09-01","94"
"USW00013960","2013-09-02","86"
"USW00013960","2013-09-03","88"
"USW00013960","2013-09-04","89"
"USW00013960","2013-09-05","90"
"USW00013960","2013-09-06","91"
"USW00013960","2013-09-07","90"
"USW00013960","2013-09-08","87"
"USW00013960","2013-09-09","88"
"USW00013960","2013-09-10","86"
"USW00013960","2013-09-11","87"
"USW00013960","2013-09-12","87"
"USW00013960","2013-09-13","89"
"USW00013960","2013-09-14","86"
"USW00013960","2013-09-15","86"
"USW00013960","2013-09-16","88"
"USW00013960","2013-09-17","89"
"USW00013960","2013-09-18","89"
"USW00013960","2013-09-19","87"
"USW00013960","2013-09-20","74"
"USW00013960","2013-09-21","74"
"USW00013960","2013-09-22","72"
"USW00013960","2013-09-23","74"
"USW00013960","2013-09-24","80"
"USW00013960","2013-09-25","79"
"USW00013960","2013-09-26","83"
"USW00013960","2013-09-27","82"
"USW00013960","2013-09-28","80"
"USW00013960","2013-09-29","72"
"USW00013960","2013-09-30","74"
"USW00013960","2013-10-01","79"
"USW00013960","2013-10-02","81"
"USW00013960","2013-10-03","82"
"USW00013960","2013-10-04","82"
"USW00013960","2013-10-05","72"
"USW00013960","2013-10-06","60"
"USW00013960","2013-10-07","67"
"USW00013960","2013-10-08","68"
"USW00013960","2013-10-09","71"
"USW00013960","2013-10-10","73"
"USW00013960","2013-10-11","77"
"USW00013960","2013-10-12","81"
"USW00013960","2013-10-13","74"
"USW00013960","2013-10-14","72"
"USW00013960","2013-10-15","72"
"USW00013960","2013-10-16","58"
"USW00013960","2013-10-17","60"
"USW00013960","2013-10-18","62"
"USW00013960","2013-10-19","56"
"USW00013960","2013-10-20","58"
"USW00013960","2013-10-21","64"
"USW00013960","2013-10-22","60"
"USW00013960","2013-10-23","67"
"USW00013960","2013-10-24","69"
"USW00013960","2013-10-25","61"
"USW00013960","2013-10-26","65"
"USW00013960","2013-10-27","64"
"USW00013960","2013-10-28","67"
"USW00013960","2013-10-29","74"
"USW00013960","2013-10-30","72"
"USW00013960","2013-10-31","71"
"USW00013960","2013-11-01","63"
"USW00013960","2013-11-02","61"
"USW00013960","2013-11-03","56"
"USW00013960","2013-11-04","59"
"USW00013960","2013-11-05","64"
"USW00013960","2013-11-06","62"
"USW00013960","2013-11-07","51"
"USW00013960","2013-11-08","56"
"USW00013960","2013-11-09","61"
"USW00013960","2013-11-10","60"
"USW00013960","2013-11-11","59"
"USW00013960","2013-11-12","55"
"USW00013960","2013-11-13","42"
"USW00013960","2013-11-14","47"
"USW00013960","2013-11-15","61"
"USW00013960","2013-11-16","69"
"USW00013960","2013-11-17","78"
"USW00013960","2013-11-18","66"
"USW00013960","2013-11-19","63"
"USW00013960","2013-11-20","58"
"USW00013960","2013-11-21","66"
"USW00013960","2013-11-22","43"
"USW00013960","2013-11-23","39"
"USW00013960","2013-11-24","37"
"USW00013960","2013-11-25","36"
"USW00013960","2013-11-26","42"
"USW00013960","2013-11-27","40"
"USW00013960","2013-11-28","40"
"USW00013960","2013-11-29","44"
"USW00013960","2013-11-30","53"
"USW00013960","2013-12-01","60"
"USW00013960","2013-12-02","58"
"USW00013960","2013-12-03","58"
"USW00013960","2013-12-04","63"
"USW00013960","2013-12-05","42"
"USW00013960","2013-12-06","30"
"USW00013960","2013-12-07","25"
"USW00013960","2013-12-08","29"
"USW00013960","2013-12-09","33"
"USW00013960","2013-12-10","30"
"USW00013960","2013-12-11","35"
"USW00013960","2013-12-12","37"
"USW00013960","2013-12-13","44"
"USW00013960","2013-12-14","44"
"USW00013960","2013-12-15","41"
"USW00013960","2013-12-16","49"
"USW00013960","2013-12-17","53"
"USW00013960","2013-12-18","53"
"USW00013960","2013-12-19","61"
"USW00013960","2013-12-20","64"
"USW00013960","2013-12-21","43"
"USW00013960","2013-12-22","41"
"USW00013960","2013-12-23","36"
"USW00013960","2013-12-24","38"
"USW00013960","2013-12-25","47"
"USW00013960","2013-12-26","41"
"USW00013960","2013-12-27","44"
"USW00013960","2013-12-28","48"
"USW00013960","2013-12-29","45"
"USW00013960","2013-12-30","35"
"USW00013960","2013-12-31","39"
"USW00013960","2014-01-01","49"
"USW00013960","2014-01-02","38"
"USW00013960","2014-01-03","38"
"USW00013960","2014-01-04","51"
"USW00013960","2014-01-05","42"
"USW00013960","2014-01-06","24"
"USW00013960","2014-01-07","33"
"USW00013960","2014-01-08","41"
"USW00013960","2014-01-09","46"
"USW00013960","2014-01-10","57"
"USW00013960","2014-01-11","54"
"USW00013960","2014-01-12","56"
"USW00013960","2014-01-13","60"
"USW00013960","2014-01-14","51"
"USW00013960","2014-01-15","45"
"USW00013960","2014-01-16","50"
"USW00013960","2014-01-17","50"
"USW00013960","2014-01-18","49"
"USW00013960","2014-01-19","49"
"USW00013960","2014-01-20","55"
"USW00013960","2014-01-21","48"
"USW00013960","2014-01-22","43"
"USW00013960","2014-01-23","39"
"USW00013960","2014-01-24","27"
"USW00013960","2014-01-25","43"
"USW00013960","2014-01-26","56"
"USW00013960","2014-01-27","44"
"USW00013960","2014-01-28","28"
"USW00013960","2014-01-29","31"
"USW00013960","2014-01-30","41"
"USW00013960","2014-01-31","60"
"USW00013960","2014-02-01","57"
"USW00013960","2014-02-02","37"
"USW00013960","2014-02-03","34"
"USW00013960","2014-02-04","41"
"USW00013960","2014-02-05","33"
"USW00013960","2014-02-06","21"
"USW00013960","2014-02-07","26"
"USW00013960","2014-02-08","37"
"USW00013960","2014-02-09","44"
"USW00013960","2014-02-10","35"
"USW00013960","2014-02-11","31"
"USW00013960","2014-02-12","38"
"USW00013960","2014-02-13","45"
"USW00013960","2014-02-14","56"
"USW00013960","2014-02-15","53"
"USW00013960","2014-02-16","60"
"USW00013960","2014-02-17","67"
"USW00013960","2014-02-18","61"
"USW00013960","2014-02-19","66"
"USW00013960","2014-02-20","67"
"USW00013960","2014-02-21","52"
"USW00013960","2014-02-22","61"
"USW00013960","2014-02-23","62"
"USW00013960","2014-02-24","51"
"USW00013960","2014-02-25","51"
"USW00013960","2014-02-26","40"
"USW00013960","2014-02-27","40"
"USW00013960","2014-02-28","56"
"USW00013960","2014-03-01","64"
"USW00013960","2014-03-02","43"
"USW00013960","2014-03-03","23"
"USW00013960","2014-03-04","34"
"USW00013960","2014-03-05","42"
"USW00013960","2014-03-06","47"
"USW00013960","2014-03-07","50"
"USW00013960","2014-03-08","53"
"USW00013960","2014-03-09","45"
"USW00013960","2014-03-10","58"
"USW00013960","2014-03-11","67"
"USW00013960","2014-03-12","57"
"USW00013960","2014-03-13","53"
"USW00013960","2014-03-14","59"
"USW00013960","2014-03-15","63"
"USW00013960","2014-03-16","51"
"USW00013960","2014-03-17","47"
"USW00013960","2014-03-18","61"
"USW00013960","2014-03-19","59"
"USW00013960","2014-03-20","56"
"USW00013960","2014-03-21","65"
"USW00013960","2014-03-22","64"
"USW00013960","2014-03-23","53"
"USW00013960","2014-03-24","53"
"USW00013960","2014-03-25","54"
"USW00013960","2014-03-26","53"
"USW00013960","2014-03-27","65"
"USW00013960","2014-03-28","71"
"USW00013960","2014-03-29","60"
"USW00013960","2014-03-30","63"
"USW00013960","2014-03-31","67"
"USW00013960","2014-04-01","73"
"USW00013960","2014-04-02","75"
"USW00013960","2014-04-03","77"
"USW00013960","2014-04-04","60"
"USW00013960","2014-04-05","54"
"USW00013960","2014-04-06","50"
"USW00013960","2014-04-07","53"
"USW00013960","2014-04-08","59"
"USW00013960","2014-04-09","63"
"USW00013960","2014-04-10","72"
"USW00013960","2014-04-11","72"
"USW00013960","2014-04-12","74"
"USW00013960","2014-04-13","71"
"USW00013960","2014-04-14","55"
"USW00013960","2014-04-15","49"
"USW00013960","2014-04-16","56"
"USW00013960","2014-04-17","58"
"USW00013960","2014-04-18","65"
"USW00013960","2014-04-19","68"
"USW00013960","2014-04-20","70"
"USW00013960","2014-04-21","69"
"USW00013960","2014-04-22","72"
"USW00013960","2014-04-23","74"
"USW00013960","2014-04-24","76"
"USW00013960","2014-04-25","71"
"USW00013960","2014-04-26","73"
"USW00013960","2014-04-27","79"
"USW00013960","2014-04-28","76"
"USW00013960","2014-04-29","70"
"USW00013960","2014-04-30","60"
"USW00013960","2014-05-01","60"
"USW00013960","2014-05-02","68"
"USW00013960","2014-05-03","71"
"USW00013960","2014-05-04","78"
"USW00013960","2014-05-05","77"
"USW00013960","2014-05-06","77"
"USW00013960","2014-05-07","77"
"USW00013960","2014-05-08","73"
"USW00013960","2014-05-09","75"
"USW00013960","2014-05-10","76"
"USW00013960","2014-05-11","79"
"USW00013960","2014-05-12","77"
"USW00013960","2014-05-13","61"
"USW00013960","2014-05-14","62"
"USW00013960","2014-05-15","66"
"USW00013960","2014-05-16","71"
"USW00013960","2014-05-17","74"
"USW00013960","2014-05-18","74"
"USW00013960","2014-05-19","76"
"USW00013960","2014-05-20","78"
"USW00013960","2014-05-21","78"
"USW00013960","2014-05-22","78"
"USW00013960","2014-05-23","77"
"USW00013960","2014-05-24","78"
"USW00013960","2014-05-25","77"
"USW00013960","2014-05-26","76"
"USW00013960","2014-05-27","71"
"USW00013960","2014-05-28","74"
"USW00013960","2014-05-29","78"
"USW00013960","2014-05-30","79"
"USW00013960","2014-05-31","77"
"USW00013960","2014-06-01","80"
"USW00013960","2014-06-02","82"
"USW00013960","2014-06-03","83"
"USW00013960","2014-06-04","84"
"USW00013960","2014-06-05","83"
"USW00013960","2014-06-06","83"
"USW00013960","2014-06-07","85"
"USW00013960","2014-06-08","82"
"USW00013960","2014-06-09","75"
"USW00013960","2014-06-10","76"
"USW00013960","2014-06-11","80"
"USW00013960","2014-06-12","80"
"USW00013960","2014-06-13","81"
"USW00013960","2014-06-14","82"
"USW00013960","2014-06-15","84"
"USW00013960","2014-06-16","85"
"USW00013960","2014-06-17","85"
"USW00013960","2014-06-18","85"
"USW00013960","2014-06-19","83"
"USW00013960","2014-06-20","85"
"USW00013960","2014-06-21","84"
"USW00013960","2014-06-22","77"
"USW00013960","2014-06-23","77"
"USW00013960","2014-06-24","80"
"USW00013960","2014-06-25","75"
"USW00013960","2014-06-26","78"
"USW00013960","2014-06-27","81"
"USW00013960","2014-06-28","83"
"USW00013960","2014-06-29","86"
"USW00013960","2014-06-30","86"
"USW00013960","2014-07-01","85"
"USW00013960","2014-07-02","85"
"USW00013960","2014-07-03","80"
"USW00013960","2014-07-04","83"
"USW00013960","2014-07-05","83"
"USW00013960","2014-07-06","85"
"USW00013960","2014-07-07","86"
"USW00013960","2014-07-08","88"
"USW00013960","2014-07-09","88"
"USW00013960","2014-07-10","88"
"USW00013960","2014-07-11","87"
"USW00013960","2014-07-12","88"
"USW00013960","2014-07-13","90"
"USW00013960","2014-07-14","90"
"USW00013960","2014-07-15","83"
"USW00013960","2014-07-16","80"
"USW00013960","2014-07-17","76"
"USW00013960","2014-07-18","70"
"USW00013960","2014-07-19","72"
"USW00013960","2014-07-20","77"
"USW00013960","2014-07-21","84"
"USW00013960","2014-07-22","87"
"USW00013960","2014-07-23","86"
"USW00013960","2014-07-24","83"
"USW00013960","2014-07-25","87"
"USW00013960","2014-07-26","90"
"USW00013960","2014-07-27","91"
"USW00013960","2014-07-28","90"
"USW00013960","2014-07-29","81"
"USW00013960","2014-07-30","80"
"USW00013960","2014-07-31","78"
"USW00013960","2014-08-01","74"
"USW00013960","2014-08-02","77"
"USW00013960","2014-08-03","81"
"USW00013960","2014-08-04","83"
"USW00013960","2014-08-05","85"
"USW00013960","2014-08-06","87"
"USW00013960","2014-08-07","89"
"USW00013960","2014-08-08","91"
"USW00013960","2014-08-09","91"
"USW00013960","2014-08-10","89"
"USW00013960","2014-08-11","88"
"USW00013960","2014-08-12","87"
"USW00013960","2014-08-13","82"
"USW00013960","2014-08-14","84"
"USW00013960","2014-08-15","86"
"USW00013960","2014-08-16","86"
"USW00013960","2014-08-17","79"
"USW00013960","2014-08-18","82"
"USW00013960","2014-08-19","86"
"USW00013960","2014-08-20","87"
"USW00013960","2014-08-21","88"
"USW00013960","2014-08-22","89"
"USW00013960","2014-08-23","89"
"USW00013960","2014-08-24","89"
"USW00013960","2014-08-25","89"
"USW00013960","2014-08-26","89"
"USW00013960","2014-08-27","87"
"USW00013960","2014-08-28","86"
"USW00013960","2014-08-29","83"
"USW00013960","2014-08-30","83"
"USW00013960","2014-08-31","85"
"USW00013960","2014-09-01","86"
"USW00013960","2014-09-02","87"
"USW00013960","2014-09-03","86"
"USW00013960","2014-09-04","87"
"USW00013960","2014-09-05","87"
"USW00013960","2014-09-06","87"
"USW00013960","2014-09-07","77"
"USW00013960","2014-09-08","82"
"USW00013960","2014-09-09","87"
"USW00013960","2014-09-10","89"
"USW00013960","2014-09-11","85"
"USW00013960","2014-09-12","72"
"USW00013960","2014-09-13","62"
"USW00013960","2014-09-14","69"
"USW00013960","2014-09-15","77"
"USW00013960","2014-09-16","82"
"USW00013960","2014-09-17","83"
"USW00013960","2014-09-18","81"
"USW00013960","2014-09-19","78"
"USW00013960","2014-09-20","81"
"USW00013960","2014-09-21","83"
"USW00013960","2014-09-22","81"
"USW00013960","2014-09-23","74"
"USW00013960","2014-09-24","74"
"USW00013960","2014-09-25","76"
"USW00013960","2014-09-26","77"
"USW00013960","2014-09-27","77"
"USW00013960","2014-09-28","78"
"USW00013960","2014-09-29","78"
"USW00013960","2014-09-30","80"
"USW00013960","2014-10-01","83"
"USW00013960","2014-10-02","82"
"USW00013960","2014-10-03","71"
"USW00013960","2014-10-04","65"
"USW00013960","2014-10-05","71"
"USW00013960","2014-10-06","76"
"USW00013960","2014-10-07","80"
"USW00013960","2014-10-08","81"
"USW00013960","2014-10-09","81"
"USW00013960","2014-10-10","82"
"USW00013960","2014-10-11","65"
"USW00013960","2014-10-12","62"
"USW00013960","2014-10-13","66"
"USW00013960","2014-10-14","65"
"USW00013960","2014-10-15","66"
"USW00013960","2014-10-16","71"
"USW00013960","2014-10-17","74"
"USW00013960","2014-10-18","72"
"USW00013960","2014-10-19","67"
"USW00013960","2014-10-20","69"
"USW00013960","2014-10-21","71"
"USW00013960","2014-10-22","72"
"USW00013960","2014-10-23","71"
"USW00013960","2014-10-24","71"
"USW00013960","2014-10-25","75"
"USW00013960","2014-10-26","76"
"USW00013960","2014-10-27","75"
"USW00013960","2014-10-28","74"
"USW00013960","2014-10-29","68"
"USW00013960","2014-10-30","65"
"USW00013960","2014-10-31","61"
"USW00013960","2014-11-01","51"
"USW00013960","2014-11-02","54"
"USW00013960","2014-11-03","63"
"USW00013960","2014-11-04","65"
"USW00013960","2014-11-05","55"
"USW00013960","2014-11-06","58"
"USW00013960","2014-11-07","56"
"USW00013960","2014-11-08","59"
"USW00013960","2014-11-09","56"
"USW00013960","2014-11-10","64"
"USW00013960","2014-11-11","52"
"USW00013960","2014-11-12","38"
"USW00013960","2014-11-13","34"
"USW00013960","2014-11-14","34"
"USW00013960","2014-11-15","41"
"USW00013960","2014-11-16","40"
"USW00013960","2014-11-17","33"
"USW00013960","2014-11-18","39"
"USW00013960","2014-11-19","50"
"USW00013960","2014-11-20","55"
"USW00013960","2014-11-21","63"
"USW00013960","2014-11-22","62"
"USW00013960","2014-11-23","62"
"USW00013960","2014-11-24","52"
"USW00013960","2014-11-25","49"
"USW00013960","2014-11-26","53"
"USW00013960","2014-11-27","49"
"USW00013960","2014-11-28","53"
"USW00013960","2014-11-29","65"
"USW00013960","2014-11-30","70"
"USW00013960","2014-12-01","48"
"USW00013960","2014-12-02","37"
"USW00013960","2014-12-03","52"
"USW00013960","2014-12-04","60"
"USW00013960","2014-12-05","67"
"USW00013960","2014-12-06","61"
"USW00013960","2014-12-07","50"
"USW00013960","2014-12-08","51"
"USW00013960","2014-12-09","47"
"USW00013960","2014-12-10","50"
"USW00013960","2014-12-11","58"
"USW00013960","2014-12-12","63"
"USW00013960","2014-12-13","64"
"USW00013960","2014-12-14","63"
"USW00013960","2014-12-15","62"
"USW00013960","2014-12-16","49"
"USW00013960","2014-12-17","45"
"USW00013960","2014-12-18","45"
"USW00013960","2014-12-19","47"
"USW00013960","2014-12-20","47"
"USW00013960","2014-12-21","49"
"USW00013960","2014-12-22","56"
"USW00013960","2014-12-23","52"
"USW00013960","2014-12-24","46"
"USW00013960","2014-12-25","48"
"USW00013960","2014-12-26","57"
"USW00013960","2014-12-27","50"
"USW00013960","2014-12-28","39"
"USW00013960","2014-12-29","40"
"USW00013960","2014-12-30","43"
"USW00013960","2014-12-31","37"
"USW00013960","2015-01-01","35"
"USW00013960","2015-01-02","39"
"USW00013960","2015-01-03","43"
"USW00013960","2015-01-04","38"
"USW00013960","2015-01-05","34"
"USW00013960","2015-01-06","44"
"USW00013960","2015-01-07","39"
"USW00013960","2015-01-08","26"
"USW00013960","2015-01-09","34"
"USW00013960","2015-01-10","34"
"USW00013960","2015-01-11","36"
"USW00013960","2015-01-12","42"
"USW00013960","2015-01-13","36"
"USW00013960","2015-01-14","39"
"USW00013960","2015-01-15","43"
"USW00013960","2015-01-16","46"
"USW00013960","2015-01-17","53"
"USW00013960","2015-01-18","51"
"USW00013960","2015-01-19","56"
"USW00013960","2015-01-20","56"
"USW00013960","2015-01-21","54"
"USW00013960","2015-01-22","45"
"USW00013960","2015-01-23","44"
"USW00013960","2015-01-24","45"
"USW00013960","2015-01-25","52"
"USW00013960","2015-01-26","51"
"USW00013960","2015-01-27","60"
"USW00013960","2015-01-28","63"
"USW00013960","2015-01-29","64"
"USW00013960","2015-01-30","51"
"USW00013960","2015-01-31","51"
"USW00013960","2015-02-01","54"
"USW00013960","2015-02-02","35"
"USW00013960","2015-02-03","42"
"USW00013960","2015-02-04","48"
"USW00013960","2015-02-05","36"
"USW00013960","2015-02-06","42"
"USW00013960","2015-02-07","53"
"USW00013960","2015-02-08","62"
"USW00013960","2015-02-09","61"
"USW00013960","2015-02-10","60"
"USW00013960","2015-02-11","61"
"USW00013960","2015-02-12","48"
"USW00013960","2015-02-13","49"
"USW00013960","2015-02-14","58"
"USW00013960","2015-02-15","63"
"USW00013960","2015-02-16","43"
"USW00013960","2015-02-17","38"
"USW00013960","2015-02-18","44"
"USW00013960","2015-02-19","45"
"USW00013960","2015-02-20","56"
"USW00013960","2015-02-21","61"
"USW00013960","2015-02-22","46"
"USW00013960","2015-02-23","29"
"USW00013960","2015-02-24","29"
"USW00013960","2015-02-25","38"
"USW00013960","2015-02-26","37"
"USW00013960","2015-02-27","29"
"USW00013960","2015-02-28","29"
"USW00013960","2015-03-01","34"
"USW00013960","2015-03-02","38"
"USW00013960","2015-03-03","45"
"USW00013960","2015-03-04","47"
"USW00013960","2015-03-05","31"
"USW00013960","2015-03-06","37"
"USW00013960","2015-03-07","46"
"USW00013960","2015-03-08","50"
"USW00013960","2015-03-09","49"
"USW00013960","2015-03-10","52"
"USW00013960","2015-03-11","57"
"USW00013960","2015-03-12","58"
"USW00013960","2015-03-13","58"
"USW00013960","2015-03-14","59"
"USW00013960","2015-03-15","59"
"USW00013960","2015-03-16","65"
"USW00013960","2015-03-17","71"
"USW00013960","2015-03-18","65"
"USW00013960","2015-03-19","65"
"USW00013960","2015-03-20","58"
"USW00013960","2015-03-21","57"
"USW00013960","2015-03-22","58"
"USW00013960","2015-03-23","63"
"USW00013960","2015-03-24","70"
"USW00013960","2015-03-25","72"
"USW00013960","2015-03-26","63"
"USW00013960","2015-03-27","59"
"USW00013960","2015-03-28","63"
"USW00013960","2015-03-29","71"
"USW00013960","2015-03-30","71"
"USW00013960","2015-03-31","74"
"USW00013960","2015-04-01","74"
"USW00013960","2015-04-02","75"
"USW00013960","2015-04-03","72"
"USW00013960","2015-04-04","60"
"USW00013960","2015-04-05","58"
"USW00013960","2015-04-06","68"
"USW00013960","2015-04-07","76"
"USW00013960","2015-04-08","74"
"USW00013960","2015-04-09","74"
"USW00013960","2015-04-10","64"
"USW00013960","2015-04-11","64"
"USW00013960","2015-04-12","71"
"USW00013960","2015-04-13","70"
"USW00013960","2015-04-14","60"
"USW00013960","2015-04-15","63"
"USW00013960","2015-04-16","69"
"USW00013960","2015-04-17","68"
"USW00013960","2015-04-18","70"
"USW00013960","2015-04-19","66"
"USW00013960","2015-04-20","62"
"USW00013960","2015-04-21","62"
"USW00013960","2015-04-22","69"
"USW00013960","2015-04-23","70"
"USW00013960","2015-04-24","68"
"USW00013960","2015-04-25","71"
"USW00013960","2015-04-26","74"
"USW00013960","2015-04-27","71"
