"STATION","DATE","TAVG"
"USW00013904","2015-07-29","85"
"USW00013904","2015-07-30","86"
"USW00013904","2015-07-31","87"
"USW00013904","2015-08-01","84"
"USW00013904","2015-08-02","82"
"USW00013904","2015-08-03","85"
"USW00013904","2015-08-04","85"
"USW00013904","2015-08-05","87"
"USW00013904","2015-08-06","86"
"USW00013904","2015-08-07","86"
"USW00013904","2015-08-08","86"
"USW00013904","2015-08-09","86"
"USW00013904","2015-08-10","86"
"USW00013904","2015-08-11","87"
"USW00013904","2015-08-12","89"
"USW00013904","2015-08-13","87"
"USW00013904","2015-08-14","87"
"USW00013904","2015-08-15","87"
"USW00013904","2015-08-16","84"
"USW00013904","2015-08-17","80"
"USW00013904","2015-08-18","83"
"USW00013904","2015-08-19","85"
"USW00013904","2015-08-20","79"
"USW00013904","2015-08-21","76"
"USW00013904","2015-08-22","83"
"USW00013904","2015-08-23","85"
"USW00013904","2015-08-24","85"
"USW00013904","2015-08-25","84"
"USW00013904","2015-08-26","81"
"USW00013904","2015-08-27","82"
"USW00013904","2015-08-28","80"
"USW00013904","2015-08-29","80"
"USW00013904","2015-08-30","82"
"USW00013904","2015-08-31","79"
"USW00013904","2015-09-01","79"
"USW00013904","2015-09-02","78"
"USW00013904","2015-09-03","80"
"USW00013904","2015-09-04","83"
"USW00013904","2015-09-05","85"
"USW00013904","2015-09-06","84"
"USW00013904","2015-09-07","85"
"USW00013904","2015-09-08","85"
"USW00013904","2015-09-09","83"
"USW00013904","2015-09-10","81"
"USW00013904","2015-09-11","78"
"USW00013904","2015-09-12","78"
"USW00013904","2015-09-13","73"
"USW00013904","2015-09-14","74"
"USW00013904","2015-09-15","79"
"USW00013904","2015-09-16","80"
"USW00013904","2015-09-17","82"
"USW00013904","2015-09-18","83"
"USW00013904","2015-09-19","81"
"USW00013904","2015-09-20","78"
"USW00013904","2015-09-21","81"
"USW00013904","2015-09-22","80"
"USW00013904","2015-09-23","79"
"USW00013904","2015-09-24","76"
"USW00013904","2015-09-25","78"
"USW00013904","2015-09-26","77"
"USW00013904","2015-09-27","76"
"USW00013904","2015-09-28","76"
"USW00013904","2015-09-29","76"
"USW00013904","2015-09-30","79"
"USW00013904","2015-10-01","78"
"USW00013904","2015-10-02","76"
"USW00013904","2015-10-03","67"
"USW00013904","2015-10-04","68"
"USW00013904","2015-10-05","72"
"USW00013904","2015-10-06","71"
"USW00013904","2015-10-07","72"
"USW00013904","2015-10-08","76"
"USW00013904","2015-10-09","77"
"USW00013904","2015-10-10","76"
"USW00013904","2015-10-11","75"
"USW00013904","2015-10-12","81"
"USW00013904","2015-10-13","83"
"USW00013904","2015-10-14","71"
"USW00013904","2015-10-15","73"
"USW00013904","2015-10-16","71"
"USW00013904","2015-10-17","70"
"USW00013904","2015-10-18","65"
"USW00013904","2015-10-19","65"
"USW00013904","2015-10-20","68"
"USW00013904","2015-10-21","78"
"USW00013904","2015-10-22","76"
"USW00013904","2015-10-23","77"
"USW00013904","2015-10-24","71"
"USW00013904","2015-10-25","61"
"USW00013904","2015-10-26","67"
"USW00013904","2015-10-27","67"
"USW00013904","2015-10-28","67"
"USW00013904","2015-10-29","62"
"USW00013904","2015-10-30","72"
"USW00013904","2015-10-31","71"
"USW00013904","2015-11-01","66"
"USW00013904","2015-11-02","67"
"USW00013904","2015-11-03","65"
"USW00013904","2015-11-04","67"
"USW00013904","2015-11-05","78"
"USW00013904","2015-11-06","72"
"USW00013904","2015-11-07","60"
"USW00013904","2015-11-08","60"
"USW00013904","2015-11-09","59"
"USW00013904","2015-11-10","65"
"USW00013904","2015-11-11","76"
"USW00013904","2015-11-12","66"
"USW00013904","2015-11-13","61"
"USW00013904","2015-11-14","59"
"USW00013904","2015-11-15","59"
"USW00013904","2015-11-16","69"
"USW00013904","2015-11-17","68"
"USW00013904","2015-11-18","54"
"USW00013904","2015-11-19","57"
"USW00013904","2015-11-20","59"
"USW00013904","2015-11-21","61"
"USW00013904","2015-11-22","45"
"USW00013904","2015-11-23","42"
"USW00013904","2015-11-24","53"
"USW00013904","2015-11-25","66"
"USW00013904","2015-11-26","71"
"USW00013904","2015-11-27","70"
"USW00013904","2015-11-28","43"
"USW00013904","2015-11-29","44"
"USW00013904","2015-11-30","48"
"USW00013904","2015-12-01","52"
"USW00013904","2015-12-02","53"
"USW00013904","2015-12-03","48"
"USW00013904","2015-12-04","46"
"USW00013904","2015-12-05","45"
"USW00013904","2015-12-06","51"
"USW00013904","2015-12-07","50"
"USW00013904","2015-12-08","51"
"USW00013904","2015-12-09","59"
"USW00013904","2015-12-10","63"
"USW00013904","2015-12-11","63"
"USW00013904","2015-12-12","72"
"USW00013904","2015-12-13","62"
"USW00013904","2015-12-14","56"
"USW00013904","2015-12-15","59"
"USW00013904","2015-12-16","62"
"USW00013904","2015-12-17","47"
"USW00013904","2015-12-18","47"
"USW00013904","2015-12-19","44"
"USW00013904","2015-12-20","56"
"USW00013904","2015-12-21","67"
"USW00013904","2015-12-22","58"
"USW00013904","2015-12-23","72"
"USW00013904","2015-12-24","58"
"USW00013904","2015-12-25","62"
"USW00013904","2015-12-26","71"
"USW00013904","2015-12-27","61"
"USW00013904","2015-12-28","40"
"USW00013904","2015-12-29","41"
"USW00013904","2015-12-30","48"
"USW00013904","2015-12-31","44"
"USW00013904","2016-01-01","47"
"USW00013904","2016-01-02","46"
"USW00013904","2016-01-03","48"
"USW00013904","2016-01-04","44"
"USW00013904","2016-01-05","41"
"USW00013904","2016-01-06","49"
"USW00013904","2016-01-07","56"
"USW00013904","2016-01-08","52"
"USW00013904","2016-01-09","53"
"USW00013904","2016-01-10","40"
"USW00013904","2016-01-11","41"
"USW00013904","2016-01-12","44"
"USW00013904","2016-01-13","46"
"USW00013904","2016-01-14","54"
"USW00013904","2016-01-15","58"
"USW00013904","2016-01-16","47"
"USW00013904","2016-01-17","44"
"USW00013904","2016-01-18","42"
"USW00013904","2016-01-19","49"
"USW00013904","2016-01-20","51"
"USW00013904","2016-01-21","56"
"USW00013904","2016-01-22","46"
"USW00013904","2016-01-23","40"
"USW00013904","2016-01-24","46"
"USW00013904","2016-01-25","62"
"USW00013904","2016-01-26","52"
"USW00013904","2016-01-27","47"
"USW00013904","2016-01-28","45"
"USW00013904","2016-01-29","51"
"USW00013904","2016-01-30","58"
"USW00013904","2016-01-31","66"
"USW00013904","2016-02-01","61"
"USW00013904","2016-02-02","65"
"USW00013904","2016-02-03","49"
"USW00013904","2016-02-04","42"
"USW00013904","2016-02-05","42"
"USW00013904","2016-02-06","52"
"USW00013904","2016-02-07","44"
"USW00013904","2016-02-08","52"
"USW00013904","2016-02-09","51"
"USW00013904","2016-02-10","51"
"USW00013904","2016-02-11","62"
"USW00013904","2016-02-12","58"
"USW00013904","2016-02-13","59"
"USW00013904","2016-02-14","63"
"USW00013904","2016-02-15","64"
"USW00013904","2016-02-16","58"
"USW00013904","2016-02-17","58"
"USW00013904","2016-02-18","62"
"USW00013904","2016-02-19","69"
"USW00013904","2016-02-20","69"
"USW00013904","2016-02-21","68"
"USW00013904","2016-02-22","65"
"USW00013904","2016-02-23","59"
"USW00013904","2016-02-24","52"
"USW00013904","2016-02-25","51"
"USW00013904","2016-02-26","49"
"USW00013904","2016-02-27","52"
"USW00013904","2016-02-28","61"
"USW00013904","2016-02-29","67"
"USW00013904","2016-03-01","71"
"USW00013904","2016-03-02","59"
"USW00013904","2016-03-03","71"
"USW00013904","2016-03-04","58"
"USW00013904","2016-03-05","63"
"USW00013904","2016-03-06","65"
"USW00013904","2016-03-07","69"
"USW00013904","2016-03-08","72"
"USW00013904","2016-03-09","65"
"USW00013904","2016-03-10","61"
"USW00013904","2016-03-11","65"
"USW00013904","2016-03-12","64"
"USW00013904","2016-03-13","67"
"USW00013904","2016-03-14","69"
"USW00013904","2016-03-15","73"
"USW00013904","2016-03-16","68"
"USW00013904","2016-03-17","71"
"USW00013904","2016-03-18","71"
"USW00013904","2016-03-19","58"
"USW00013904","2016-03-20","51"
"USW00013904","2016-03-21","47"
"USW00013904","2016-03-22","56"
"USW00013904","2016-03-23","70"
"USW00013904","2016-03-24","63"
"USW00013904","2016-03-25","54"
"USW00013904","2016-03-26","57"
"USW00013904","2016-03-27","64"
"USW00013904","2016-03-28","58"
"USW00013904","2016-03-29","63"
"USW00013904","2016-03-30","71"
"USW00013904","2016-03-31","75"
"USW00013904","2016-04-01","62"
"USW00013904","2016-04-02","56"
"USW00013904","2016-04-03","57"
"USW00013904","2016-04-04","64"
"USW00013904","2016-04-05","63"
"USW00013904","2016-04-06","68"
"USW00013904","2016-04-07","62"
"USW00013904","2016-04-08","64"
"USW00013904","2016-04-09","64"
"USW00013904","2016-04-10","70"
"USW00013904","2016-04-11","75"
"USW00013904","2016-04-12","68"
"USW00013904","2016-04-13","65"
"USW00013904","2016-04-14","63"
"USW00013904","2016-04-15","63"
"USW00013904","2016-04-16","69"
"USW00013904","2016-04-17","72"
"USW00013904","2016-04-18","68"
"USW00013904","2016-04-19","69"
"USW00013904","2016-04-20","69"
"USW00013904","2016-04-21","69"
"USW00013904","2016-04-22","70"
"USW00013904","2016-04-23","67"
"USW00013904","2016-04-24","69"
"USW00013904","2016-04-25","75"
"USW00013904","2016-04-26","78"
"USW00013904","2016-04-27","76"
"USW00013904","2016-04-28","72"
"USW00013904","2016-04-29","79"
"USW00013904","2016-04-30","76"
"USW00013904","2016-05-01","71"
"USW00013904","2016-05-02","65"
"USW00013904","2016-05-03","63"
"USW00013904","2016-05-04","67"
"USW00013904","2016-05-05","69"
"USW00013904","2016-05-06","69"
"USW00013904","2016-05-07","69"
"USW00013904","2016-05-08","71"
"USW00013904","2016-05-09","75"
"USW00013904","2016-05-10","80"
"USW00013904","2016-05-11","76"
"USW00013904","2016-05-12","77"
"USW00013904","2016-05-13","77"
"USW00013904","2016-05-14","75"
"USW00013904","2016-05-15","67"
"USW00013904","2016-05-16","71"
"USW00013904","2016-05-17","71"
"USW00013904","2016-05-18","71"
"USW00013904","2016-05-19","66"
"USW00013904","2016-05-20","70"
"USW00013904","2016-05-21","75"
"USW00013904","2016-05-22","78"
"USW00013904","2016-05-23","77"
"USW00013904","2016-05-24","80"
"USW00013904","2016-05-25","80"
"USW00013904","2016-05-26","81"
"USW00013904","2016-05-27","71"
"USW00013904","2016-05-28","74"
"USW00013904","2016-05-29","80"
"USW00013904","2016-05-30","77"
"USW00013904","2016-05-31","77"
"USW00013904","2016-06-01","74"
"USW00013904","2016-06-02","76"
"USW00013904","2016-06-03","74"
"USW00013904","2016-06-04","73"
"USW00013904","2016-06-05","77"
"USW00013904","2016-06-06","77"
"USW00013904","2016-06-07","79"
"USW00013904","2016-06-08","80"
"USW00013904","2016-06-09","79"
"USW00013904","2016-06-10","78"
"USW00013904","2016-06-11","83"
"USW00013904","2016-06-12","85"
"USW00013904","2016-06-13","84"
"USW00013904","2016-06-14","84"
"USW00013904","2016-06-15","85"
"USW00013904","2016-06-16","84"
"USW00013904","2016-06-17","84"
"USW00013904","2016-06-18","85"
"USW00013904","2016-06-19","84"
"USW00013904","2016-06-20","83"
"USW00013904","2016-06-21","84"
"USW00013904","2016-06-22","84"
"USW00013904","2016-06-23","84"
"USW00013904","2016-06-24","82"
"USW00013904","2016-06-25","80"
"USW00013904","2016-06-26","82"
"USW00013904","2016-06-27","82"
"USW00013904","2016-06-28","83"
"USW00013904","2016-06-29","80"
"USW00013904","2016-06-30","84"
"USW00013904","2016-07-01","83"
"USW00013904","2016-07-02","85"
"USW00013904","2016-07-03","86"
"USW00013904","2016-07-04","87"
"USW00013904","2016-07-05","86"
"USW00013904","2016-07-06","87"
"USW00013904","2016-07-07","86"
"USW00013904","2016-07-08","87"
"USW00013904","2016-07-09","86"
"USW00013904","2016-07-10","87"
"USW00013904","2016-07-11","87"
"USW00013904","2016-07-12","85"
"USW00013904","2016-07-13","88"
"USW00013904","2016-07-14","87"
"USW00013904","2016-07-15","87"
"USW00013904","2016-07-16","86"
"USW00013904","2016-07-17","85"
"USW00013904","2016-07-18","86"
"USW00013904","2016-07-19","86"
"USW00013904","2016-07-20","85"
"USW00013904","2016-07-21","86"
"USW00013904","2016-07-22","87"
"USW00013904","2016-07-23","87"
"USW00013904","2016-07-24","88"
"USW00013904","2016-07-25","89"
"USW00013904","2016-07-26","80"
"USW00013904","2016-07-27","79"
"USW00013904","2016-07-28","80"
"USW00013904","2016-07-29","81"
"USW00013904","2016-07-30","84"
"USW00013904","2016-07-31","85"
"USW00013904","2016-08-01","85"
"USW00013904","2016-08-02","84"
"USW00013904","2016-08-03","85"
"USW00013904","2016-08-04","85"
"USW00013904","2016-08-05","85"
"USW00013904","2016-08-06","86"
"USW00013904","2016-08-07","86"
"USW00013904","2016-08-08","87"
"USW00013904","2016-08-09","87"
"USW00013904","2016-08-10","88"
"USW00013904","2016-08-11","88"
"USW00013904","2016-08-12","88"
"USW00013904","2016-08-13","84"
"USW00013904","2016-08-14","78"
"USW00013904","2016-08-15","74"
"USW00013904","2016-08-16","75"
"USW00013904","2016-08-17","77"
"USW00013904","2016-08-18","78"
"USW00013904","2016-08-19","81"
"USW00013904","2016-08-20","80"
"USW00013904","2016-08-21","76"
"USW00013904","2016-08-22","79"
"USW00013904","2016-08-23","84"
"USW00013904","2016-08-24","82"
"USW00013904","2016-08-25","82"
"USW00013904","2016-08-26","82"
"USW00013904","2016-08-27","80"
"USW00013904","2016-08-28","80"
"USW00013904","2016-08-29","79"
"USW00013904","2016-08-30","79"
"USW00013904","2016-08-31","82"
"USW00013904","2016-09-01","83"
"USW00013904","2016-09-02","81"
"USW00013904","2016-09-03","80"
"USW00013904","2016-09-04","81"
"USW00013904","2016-09-05","79"
"USW00013904","2016-09-06","80"
"USW00013904","2016-09-07","83"
"USW00013904","2016-09-08","83"
"USW00013904","2016-09-09","82"
"USW00013904","2016-09-10","81"
"USW00013904","2016-09-11","79"
"USW00013904","2016-09-12","80"
"USW00013904","2016-09-13","80"
"USW00013904","2016-09-14","82"
"USW00013904","2016-09-15","81"
"USW00013904","2016-09-16","81"
"USW00013904","2016-09-17","82"
"USW00013904","2016-09-18","83"
"USW00013904","2016-09-19","84"
"USW00013904","2016-09-20","83"
"USW00013904","2016-09-21","83"
"USW00013904","2016-09-22","79"
"USW00013904","2016-09-23","81"
"USW00013904","2016-09-24","81"
"USW00013904","2016-09-25","78"
"USW00013904","2016-09-26","73"
"USW00013904","2016-09-27","71"
"USW00013904","2016-09-28","73"
"USW00013904","2016-09-29","71"
"USW00013904","2016-09-30","66"
"USW00013904","2016-10-01","67"
"USW00013904","2016-10-02","69"
"USW00013904","2016-10-03","71"
"USW00013904","2016-10-04","76"
"USW00013904","2016-10-05","80"
"USW00013904","2016-10-06","81"
"USW00013904","2016-10-07","78"
"USW00013904","2016-10-08","70"
"USW00013904","2016-10-09","69"
"USW00013904","2016-10-10","63"
"USW00013904","2016-10-11","66"
"USW00013904","2016-10-12","72"
"USW00013904","2016-10-13","76"
"USW00013904","2016-10-14","75"
"USW00013904","2016-10-15","77"
"USW00013904","2016-10-16","80"
"USW00013904","2016-10-17","80"
"USW00013904","2016-10-18","81"
"USW00013904","2016-10-19","81"
"USW00013904","2016-10-20","76"
"USW00013904","2016-10-21","66"
"USW00013904","2016-10-22","59"
"USW00013904","2016-10-23","62"
"USW00013904","2016-10-24","74"
"USW00013904","2016-10-25","71"
"USW00013904","2016-10-26","71"
"USW00013904","2016-10-27","71"
"USW00013904","2016-10-28","69"
"USW00013904","2016-10-29","71"
"USW00013904","2016-10-30","71"
"USW00013904","2016-10-31","69"
"USW00013904","2016-11-01","77"
"USW00013904","2016-11-02","79"
"USW00013904","2016-11-03","76"
"USW00013904","2016-11-04","71"
"USW00013904","2016-11-05","71"
"USW00013904","2016-11-06","66"
"USW00013904","2016-11-07","66"
"USW00013904","2016-11-08","68"
"USW00013904","2016-11-09","64"
"USW00013904","2016-11-10","63"
"USW00013904","2016-11-11","60"
"USW00013904","2016-11-12","63"
"USW00013904","2016-11-13","64"
"USW00013904","2016-11-14","65"
"USW00013904","2016-11-15","67"
"USW00013904","2016-11-16","65"
"USW00013904","2016-11-17","69"
"USW00013904","2016-11-18","72"
"USW00013904","2016-11-19","54"
"USW00013904","2016-11-20","47"
"USW00013904","2016-11-21","53"
"USW00013904","2016-11-22","68"
"USW00013904","2016-11-23","68"
"USW00013904","2016-11-24","56"
"USW00013904","2016-11-25","61"
"USW00013904","2016-11-26","60"
"USW00013904","2016-11-27","64"
"USW00013904","2016-11-28","74"
"USW00013904","2016-11-29","60"
"USW00013904","2016-11-30","58"
"USW00013904","2016-12-01","48"
"USW00013904","2016-12-02","55"
"USW00013904","2016-12-03","52"
"USW00013904","2016-12-04","52"
"USW00013904","2016-12-05","51"
"USW00013904","2016-12-06","51"
"USW00013904","2016-12-07","45"
"USW00013904","2016-12-08","47"
"USW00013904","2016-12-09","39"
"USW00013904","2016-12-10","42"
"USW00013904","2016-12-11","55"
"USW00013904","2016-12-12","56"
"USW00013904","2016-12-13","61"
"USW00013904","2016-12-14","51"
"USW00013904","2016-12-15","51"
"USW00013904","2016-12-16","55"
"USW00013904","2016-12-17","67"
"USW00013904","2016-12-18","37"
"USW00013904","2016-12-19","32"
"USW00013904","2016-12-20","43"
"USW00013904","2016-12-21","54"
"USW00013904","2016-12-22","56"
"USW00013904","2016-12-23","59"
"USW00013904","2016-12-24","71"
"USW00013904","2016-12-25","74"
"USW00013904","2016-12-26","75"
"USW00013904","2016-12-27","71"
"USW00013904","2016-12-28","70"
"USW00013904","2016-12-29","65"
"USW00013904","2016-12-30","51"
"USW00013904","2016-12-31","59"
"USW00013904","2017-01-01","62"
"USW00013904","2017-01-02","63"
"USW00013904","2017-01-03","58"
"USW00013904","2017-01-04","46"
"USW00013904","2017-01-05","49"
"USW00013904","2017-01-06","35"
"USW00013904","2017-01-07","29"
"USW00013904","2017-01-08","31"
"USW00013904","2017-01-09","51"
"USW00013904","2017-01-10","66"
"USW00013904","2017-01-11","67"
"USW00013904","2017-01-12","72"
"USW00013904","2017-01-13","73"
"USW00013904","2017-01-14","55"
"USW00013904","2017-01-15","56"
"USW00013904","2017-01-16","66"
"USW00013904","2017-01-17","57"
"USW00013904","2017-01-18","51"
"USW00013904","2017-01-19","57"
"USW00013904","2017-01-20","61"
"USW00013904","2017-01-21","62"
"USW00013904","2017-01-22","65"
"USW00013904","2017-01-23","58"
"USW00013904","2017-01-24","61"
"USW00013904","2017-01-25","66"
"USW00013904","2017-01-26","48"
"USW00013904","2017-01-27","44"
"USW00013904","2017-01-28","51"
"USW00013904","2017-01-29","50"
"USW00013904","2017-01-30","57"
"USW00013904","2017-01-31","58"
"USW00013904","2017-02-01","59"
"USW00013904","2017-02-02","58"
"USW00013904","2017-02-03","50"
"USW00013904","2017-02-04","50"
"USW00013904","2017-02-05","58"
"USW00013904","2017-02-06","71"
"USW00013904","2017-02-07","75"
"USW00013904","2017-02-08","66"
"USW00013904","2017-02-09","57"
"USW00013904","2017-02-10","59"
"USW00013904","2017-02-11","73"
"USW00013904","2017-02-12","73"
"USW00013904","2017-02-13","70"
"USW00013904","2017-02-14","60"
"USW00013904","2017-02-15","53"
"USW00013904","2017-02-16","50"
"USW00013904","2017-02-17","58"
"USW00013904","2017-02-18","70"
"USW00013904","2017-02-19","74"
"USW00013904","2017-02-20","66"
"USW00013904","2017-02-21","64"
"USW00013904","2017-02-22","63"
"USW00013904","2017-02-23","65"
"USW00013904","2017-02-24","71"
"USW00013904","2017-02-25","55"
"USW00013904","2017-02-26","50"
"USW00013904","2017-02-27","71"
"USW00013904","2017-02-28","75"
"USW00013904","2017-03-01","71"
"USW00013904","2017-03-02","55"
"USW00013904","2017-03-03","51"
"USW00013904","2017-03-04","58"
"USW00013904","2017-03-05","63"
"USW00013904","2017-03-06","72"
"USW00013904","2017-03-07","70"
"USW00013904","2017-03-08","65"
"USW00013904","2017-03-09","71"
"USW00013904","2017-03-10","69"
"USW00013904","2017-03-11","66"
"USW00013904","2017-03-12","55"
"USW00013904","2017-03-13","54"
"USW00013904","2017-03-14","54"
"USW00013904","2017-03-15","57"
"USW00013904","2017-03-16","67"
"USW00013904","2017-03-17","71"
"USW00013904","2017-03-18","71"
"USW00013904","2017-03-19","73"
"USW00013904","2017-03-20","73"
"USW00013904","2017-03-21","71"
"USW00013904","2017-03-22","73"
"USW00013904","2017-03-23","74"
"USW00013904","2017-03-24","72"
"USW00013904","2017-03-25","67"
"USW00013904","2017-03-26","71"
"USW00013904","2017-03-27","75"
"USW00013904","2017-03-28","77"
"USW00013904","2017-03-29","72"
"USW00013904","2017-03-30","67"
"USW00013904","2017-03-31","67"
"USW00013904","2017-04-01","71"
"USW00013904","2017-04-02","71"
"USW00013904","2017-04-03","66"
"USW00013904","2017-04-04","70"
"USW00013904","2017-04-05","68"
"USW00013904","2017-04-06","60"
"USW00013904","2017-04-07","62"
"USW00013904","2017-04-08","67"
"USW00013904","2017-04-09","71"
"USW00013904","2017-04-10","74"
"USW00013904","2017-04-11","71"
"USW00013904","2017-04-12","67"
"USW00013904","2017-04-13","72"
"USW00013904","2017-04-14","71"
"USW00013904","2017-04-15","74"
"USW00013904","2017-04-16","76"
"USW00013904","2017-04-17","72"
"USW00013904","2017-04-18","69"
"USW00013904","2017-04-19","74"
"USW00013904","2017-04-20","76"
"USW00013904","2017-04-21","78"
"USW00013904","2017-04-22","70"
"USW00013904","2017-04-23","63"
"USW00013904","2017-04-24","62"
"USW00013904","2017-04-25","72"
"USW00013904","2017-04-26","81"
"USW00013904","2017-04-27","67"
"USW00013904","2017-04-28","79"
"USW00013904","2017-04-29","83"
"USW00013904","2017-04-30","66"
"USW00013904","2017-05-01","67"
"USW00013904","2017-05-02","73"
"USW00013904","2017-05-03","80"
"USW00013904","2017-05-04","70"
"USW00013904","2017-05-05","67"
"USW00013904","2017-05-06","69"
"USW00013904","2017-05-07","72"
"USW00013904","2017-05-08","73"
"USW00013904","2017-05-09","72"
"USW00013904","2017-05-10","76"
"USW00013904","2017-05-11","78"
"USW00013904","2017-05-12","76"
"USW00013904","2017-05-13","73"
"USW00013904","2017-05-14","74"
"USW00013904","2017-05-15","77"
"USW00013904","2017-05-16","78"
"USW00013904","2017-05-17","77"
"USW00013904","2017-05-18","81"
"USW00013904","2017-05-19","83"
"USW00013904","2017-05-20","76"
"USW00013904","2017-05-21","76"
"USW00013904","2017-05-22","67"
"USW00013904","2017-05-23","71"
"USW00013904","2017-05-24","69"
"USW00013904","2017-05-25","75"
"USW00013904","2017-05-26","82"
"USW00013904","2017-05-27","85"
"USW00013904","2017-05-28","84"
"USW00013904","2017-05-29","75"
"USW00013904","2017-05-30","78"
"USW00013904","2017-05-31","77"
"USW00013904","2017-06-01","75"
"USW00013904","2017-06-02","81"
"USW00013904","2017-06-03","82"
"USW00013904","2017-06-04","76"
"USW00013904","2017-06-05","77"
"USW00013904","2017-06-06","78"
"USW00013904","2017-06-07","81"
"USW00013904","2017-06-08","81"
"USW00013904","2017-06-09","81"
"USW00013904","2017-06-10","80"
"USW00013904","2017-06-11","82"
"USW00013904","2017-06-12","83"
"USW00013904","2017-06-13","84"
"USW00013904","2017-06-14","85"
"USW00013904","2017-06-15","85"
"USW00013904","2017-06-16","86"
"USW00013904","2017-06-17","87"
"USW00013904","2017-06-18","87"
"USW00013904","2017-06-19","83"
"USW00013904","2017-06-20","85"
"USW00013904","2017-06-21","85"
"USW00013904","2017-06-22","85"
"USW00013904","2017-06-23","89"
"USW00013904","2017-06-24","83"
"USW00013904","2017-06-25","81"
"USW00013904","2017-06-26","80"
"USW00013904","2017-06-27","80"
"USW00013904","2017-06-28","79"
"USW00013904","2017-06-29","84"
"USW00013904","2017-06-30","88"
"USW00013904","2017-07-01","87"
"USW00013904","2017-07-02","87"
"USW00013904","2017-07-03","86"
"USW00013904","2017-07-04","87"
"USW00013904","2017-07-05","86"
"USW00013904","2017-07-06","87"
"USW00013904","2017-07-07","83"
"USW00013904","2017-07-08","83"
"USW00013904","2017-07-09","87"
"USW00013904","2017-07-10","86"
"USW00013904","2017-07-11","86"
"USW00013904","2017-07-12","85"
"USW00013904","2017-07-13","85"
"USW00013904","2017-07-14","85"
"USW00013904","2017-07-15","87"
"USW00013904","2017-07-16","80"
"USW00013904","2017-07-17","85"
"USW00013904","2017-07-18","85"
"USW00013904","2017-07-19","87"
"USW00013904","2017-07-20","87"
"USW00013904","2017-07-21","88"
"USW00013904","2017-07-22","88"
"USW00013904","2017-07-23","88"
"USW00013904","2017-07-24","85"
"USW00013904","2017-07-25","86"
"USW00013904","2017-07-26","88"
"USW00013904","2017-07-27","85"
"USW00013904","2017-07-28","88"
"USW00013904","2017-07-29","90"
"USW00013904","2017-07-30","91"
"USW00013904","2017-07-31","88"
"USW00013904","2017-08-01","85"
"USW00013904","2017-08-02","85"
"USW00013904","2017-08-03","81"
"USW00013904","2017-08-04","84"
"USW00013904","2017-08-05","87"
"USW00013904","2017-08-06","88"
"USW00013904","2017-08-07","80"
"USW00013904","2017-08-08","81"
"USW00013904","2017-08-09","84"
"USW00013904","2017-08-10","85"
"USW00013904","2017-08-11","86"
"USW00013904","2017-08-12","87"
"USW00013904","2017-08-13","87"
"USW00013904","2017-08-14","87"
"USW00013904","2017-08-15","87"
"USW00013904","2017-08-16","88"
"USW00013904","2017-08-17","89"
"USW00013904","2017-08-18","87"
"USW00013904","2017-08-19","87"
"USW00013904","2017-08-20","87"
"USW00013904","2017-08-21","87"
"USW00013904","2017-08-22","86"
"USW00013904","2017-08-23","86"
"USW00013904","2017-08-24","82"
"USW00013904","2017-08-25","82"
"USW00013904","2017-08-26","78"
"USW00013904","2017-08-27","74"
"USW00013904","2017-08-28","75"
"USW00013904","2017-08-29","79"
"USW00013904","2017-08-30","80"
"USW00013904","2017-08-31","78"
"USW00013904","2017-09-01","79"
"USW00013904","2017-09-02","79"
"USW00013904","2017-09-03","79"
"USW00013904","2017-09-04","79"
"USW00013904","2017-09-05","81"
"USW00013904","2017-09-06","80"
"USW00013904","2017-09-07","69"
"USW00013904","2017-09-08","70"
"USW00013904","2017-09-09","73"
"USW00013904","2017-09-10","72"
"USW00013904","2017-09-11","72"
"USW00013904","2017-09-12","73"
"USW00013904","2017-09-13","75"
"USW00013904","2017-09-14","80"
"USW00013904","2017-09-15","80"
"USW00013904","2017-09-16","82"
"USW00013904","2017-09-17","81"
"USW00013904","2017-09-18","81"
"USW00013904","2017-09-19","84"
"USW00013904","2017-09-20","85"
"USW00013904","2017-09-21","85"
"USW00013904","2017-09-22","80"
"USW00013904","2017-09-23","78"
"USW00013904","2017-09-24","80"
"USW00013904","2017-09-25","78"
"USW00013904","2017-09-26","77"
"USW00013904","2017-09-27","78"
"USW00013904","2017-09-28","77"
"USW00013904","2017-09-29","74"
"USW00013904","2017-09-30","75"
"USW00013904","2017-10-01","73"
"USW00013904","2017-10-02","76"
"USW00013904","2017-10-03","79"
"USW00013904","2017-10-04","81"
"USW00013904","2017-10-05","78"
"USW00013904","2017-10-06","76"
"USW00013904","2017-10-07","77"
"USW00013904","2017-10-08","78"
"USW00013904","2017-10-09","80"
"USW00013904","2017-10-10","71"
"USW00013904","2017-10-11","66"
"USW00013904","2017-10-12","70"
"USW00013904","2017-10-13","76"
"USW00013904","2017-10-14","78"
"USW00013904","2017-10-15","74"
"USW00013904","2017-10-16","65"
"USW00013904","2017-10-17","58"
"USW00013904","2017-10-18","58"
"USW00013904","2017-10-19","65"
"USW00013904","2017-10-20","70"
"USW00013904","2017-10-21","77"
"USW00013904","2017-10-22","74"
"USW00013904","2017-10-23","61"
"USW00013904","2017-10-24","64"
"USW00013904","2017-10-25","59"
"USW00013904","2017-10-26","63"
"USW00013904","2017-10-27","60"
